City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,sandikli,38.4647,30.2695,286.5,78,99,4.84,TR,1716997124
362,perth,-31.9333,115.8333,288.63,87,0,3.58,AU,1716997058
363,carbonear,47.7332,-53.2148,285.5,94,100,8.03,CA,1716997125
364,sheridan,44.8333,-106.9173,300.54,59,0,0.0,US,1716997125
365,freetown,8.484,-13.2299,302.99,70,75,4.12,SL,1716997125
366,shushtar,32.0455,48.8567,313.96,6,0,4.01,IR,1716997125
367,uporovo,56.3109,66.2693,279.8,50,100,2.2,RU,1716997125
368,nar'yan-mar,67.6713,53.087,271.54,77,79,5.36,RU,1716997126
369,kavieng,-2.5744,150.7967,299.98,82,98,1.41,PG,1716997126
370,islamkot,24.6997,70.177,302.52,76,0,10.02,PK,1716997126
371,hobyo,5.3505,48.5268,300.5,74,68,13.03,SO,1716997126
372,hede,33.7681,120.2517,292.27,72,100,4.4,CN,1716997126
373,maceio,-9.6658,-35.7353,300.84,89,75,2.57,BR,1716996981
374,uzundere,40.5301,41.5584,295.01,51,62,2.87,TR,1716997127
375,pont rouge,48.8833,-72.0825,286.31,32,29,6.55,CA,1716997127
376,calintaan,12.5667,120.9333,300.1,86,100,2.9,PH,1716997127
377,mugia,43.1041,-9.2179,289.77,79,17,4.14,ES,1716997127
378,christchurch,-43.5333,172.6333,278.12,86,31,0.0,NZ,1716996929
379,panjakent,39.4952,67.6093,291.11,57,8,0.77,TJ,1716997128
380,natal,-5.795,-35.2094,302.51,74,75,4.63,BR,1716996867
381,ambovombe,-25.1667,46.0833,294.14,80,5,6.99,MG,1716997029
382,viedma,-40.8135,-62.9967,289.36,38,24,6.67,AR,1716996962
383,mineiros,-17.5694,-52.5511,296.47,47,0,2.45,BR,1716997129
384,fauske,67.2588,15.3918,300.17,34,27,1.72,NO,1716997129
385,kailua-kona,19.6406,-155.9956,297.13,73,0,1.54,US,1716997129
386,ifaki,7.7894,5.2485,302.99,57,100,3.95,NG,1716997129
387,quellon,-43.1167,-73.6167,282.66,79,100,5.37,CL,1716997130
388,hasaki,35.7333,140.8333,288.37,82,2,2.56,JP,1716997130
389,holualoa,19.6228,-155.9522,295.06,73,0,1.54,US,1716997130
390,ar ruways,24.1103,52.7306,304.93,51,2,5.27,AE,1716997130
391,tommot,58.9564,126.2925,282.47,78,7,1.33,RU,1716997130
392,jacmel,18.2342,-72.5347,303.89,67,88,2.96,HT,1716997130
393,eau claire,44.8114,-91.4985,291.57,62,0,1.79,US,1716997056
394,greenville,35.6127,-77.3663,300.45,52,75,1.54,US,1716996855
395,alofi,-19.0595,-169.9187,298.09,100,75,3.09,NU,1716997131
396,lerwick,60.1545,-1.1494,287.15,79,78,4.21,GB,1716996863
397,pangai,-19.8,-174.35,296.48,79,100,7.89,TO,1716997040
398,fada,9.5667,8.3,295.76,90,69,3.02,NG,1716997131
399,tromso,69.6496,18.957,288.16,67,0,8.75,NO,1716997132
400,port shepstone,-30.7414,30.455,293.53,68,0,5.01,ZA,1716997132
401,westhausen,48.8833,10.1833,289.57,90,100,2.29,DE,1716997132
402,haiku-pauwela,20.9219,-156.3051,295.95,81,0,3.09,US,1716997132
403,sarangani,5.4033,125.4636,302.49,74,79,3.49,PH,1716997132
404,kismayo,-0.3582,42.5454,299.47,79,46,6.55,SO,1716997133
405,saint-philippe,-21.3585,55.7679,296.92,86,62,7.5,RE,1716997133
406,sosnogorsk,63.6023,53.8817,279.01,25,2,2.24,RU,1716997133
407,sarkand,45.41,79.9186,285.12,64,20,2.06,KZ,1716997133
408,carletonville,-26.3609,27.3977,286.56,28,0,0.95,ZA,1716997133
409,porto novo,6.4965,2.6036,304.05,66,95,4.64,BJ,1716997133
410,bridge city,30.0208,-93.8457,301.15,76,40,3.6,US,1716997134
411,salalah,17.0151,54.0924,305.2,79,75,4.63,OM,1716997134
412,la ronge,55.1001,-105.2842,291.27,48,75,6.17,CA,1716997117
413,yongfeng,27.4283,112.1834,294.01,94,100,2.87,CN,1716997134
414,maydanshakhr,34.3956,68.8662,289.82,32,2,2.05,AF,1716997134
415,jalai nur,49.45,117.7,284.77,57,100,0.62,CN,1716997134
416,uruzgan,32.8333,66.0,296.96,20,0,3.02,AF,1716997135
417,sale,34.0389,-6.8166,306.84,57,40,4.12,MA,1716997135
418,weno,7.4515,151.8468,301.12,94,75,1.54,FM,1716997135
419,swanage,50.6092,-1.9626,292.56,81,65,4.95,GB,1716997135
420,san andres,12.5847,-81.7006,302.16,84,40,5.66,CO,1716997135
421,beboto,8.2668,16.939,305.26,41,100,1.0,TD,1716997135
422,williston,48.147,-103.618,293.17,52,51,2.68,US,1716997109
423,yaren,-0.5472,166.916,301.64,71,100,6.73,NR,1716997136
424,mil'kovo,55.6078,37.7956,301.37,63,49,3.4,RU,1716997136
425,berdigestyakh,62.0989,126.6992,285.54,69,91,1.0,RU,1716997136
426,berberati,4.2612,15.7922,305.24,46,96,2.17,CF,1716997136
427,pinarbasi,38.7229,36.3931,291.87,47,23,1.7,TR,1716997136
428,namdrik,5.5994,168.1028,301.14,80,58,4.85,MH,1716997137
429,tsengel,49.4783,100.8894,282.03,36,58,3.58,MN,1716997137
430,sikonge,-5.6333,32.7667,296.7,51,44,1.89,TZ,1716997137
431,awjilah,29.1081,21.2869,304.87,13,1,4.45,LY,1716997137
432,palikir - national government center,6.9248,158.1611,300.56,83,100,2.06,FM,1716997137
433,hadithah,34.1397,42.3781,309.76,17,22,3.84,IQ,1716997138
434,hauterive,46.0901,3.4459,291.57,87,100,0.42,FR,1716997138
435,sao tome,0.3365,6.7273,301.12,79,68,3.16,ST,1716997084
436,taro,-8.3862,115.28,296.15,100,20,0.36,ID,1716997138
437,qulsary,46.9531,54.0198,298.21,16,0,3.3,KZ,1716997139
438,portland,45.5234,-122.6762,286.58,86,75,2.06,US,1716996667
439,heishan,41.6892,122.1128,293.7,46,100,8.64,CN,1716997139
440,fort mcmurray,56.7268,-111.381,289.88,72,75,3.6,CA,1716996982
441,kerikeri,-35.2268,173.9474,285.88,79,33,4.02,NZ,1716997139
442,turbat,26.0023,63.044,312.61,17,6,3.82,PK,1716997140
443,kozmin wielkopolski,51.8271,17.4539,293.42,65,92,1.41,PL,1716996993
444,egilsstadir,65.2653,-14.3948,282.1,76,75,1.54,IS,1716997140
445,angol,-37.8,-72.7167,283.89,95,100,1.05,CL,1716997140
446,inverell,-29.7833,151.1167,283.79,84,2,0.89,AU,1716997140
447,castillos,-34.1667,-53.8333,289.75,66,16,0.36,UY,1716997140
448,mount isa,-20.7333,139.5,287.02,88,0,0.0,AU,1716997141
449,acarau,-2.8856,-40.12,301.79,77,56,4.94,BR,1716997141
450,greymouth,-42.4667,171.2,278.14,92,41,2.2,NZ,1716997141
451,benfeld,48.3706,7.5937,290.34,82,75,5.14,FR,1716997142
452,barstow,34.8986,-117.0228,296.02,26,0,5.79,US,1716997142
453,thung song,8.1645,99.6804,299.5,90,67,1.31,TH,1716997142
454,medicine hat,50.0501,-110.6683,287.99,74,100,5.14,CA,1716996986
455,choyr,46.3611,108.3611,279.82,79,51,7.75,MN,1716997143
456,waingapu,-9.6567,120.2641,298.28,82,38,1.84,ID,1716996952
457,zhumysker,49.3333,49.4,297.93,28,1,3.95,KZ,1716997143
458,autazes,-3.5797,-59.1306,303.43,59,78,1.65,BR,1716997143
459,borogontsy,62.6683,131.1683,288.13,67,71,1.66,RU,1716997143
460,kolonia,50.9333,6.95,292.07,77,78,2.24,DE,1716996913
461,lyantor,61.6195,72.1555,272.35,73,100,9.49,RU,1716997144
462,chardara,41.2547,67.9692,296.26,30,0,5.73,KZ,1716997144
463,rajpipla,21.8667,73.5,303.53,65,37,9.31,IN,1716997144
464,andergrove,-21.0833,149.1833,291.84,80,2,6.64,AU,1716997144
465,st. paul,44.9444,-93.0933,292.75,60,0,1.54,US,1716997032
466,mangrol,21.1167,70.1167,302.82,77,71,8.25,IN,1716997145
467,nuuk,64.1835,-51.7216,273.49,86,100,3.09,GL,1716997145
468,tinogasta,-28.0632,-67.5649,294.56,13,14,1.9,AR,1716997145
469,aberdeen,57.1437,-2.0981,289.01,83,75,2.57,GB,1716997145
470,bamboo flat,11.7,92.7167,301.2,89,75,1.03,IN,1716997145
471,puerto san jose,13.9256,-90.8244,303.88,63,59,1.11,GT,1716997146
472,monticello,45.3055,-93.7941,292.1,64,0,2.06,US,1716996856
473,svay rieng,11.0879,105.7993,303.52,68,100,2.49,KH,1716997146
474,conception bay south,47.4999,-52.9981,285.12,95,100,8.82,CA,1716997069
475,lodeynoye pole,60.726,33.5531,297.29,44,56,1.34,RU,1716997146
476,sao joao dos inhamuns,-6.0,-40.2833,306.41,36,60,3.78,BR,1716997147
477,ukata,10.8312,5.8249,310.51,32,86,4.08,NG,1716997147
478,gbarnga,6.9956,-9.4722,301.76,75,83,1.14,LR,1716997147
479,broome,42.2506,-75.833,293.09,71,100,3.6,US,1716997147
480,ellsworth,44.5434,-68.4195,294.26,64,40,3.6,US,1716997147
481,mbeni,-11.5014,43.3775,297.26,70,3,6.32,KM,1716997148
482,ocean city,39.2776,-74.5746,296.58,60,0,0.89,US,1716996873
483,tweed heads,-28.1817,153.547,290.93,97,39,1.54,AU,1716997148
484,banamba,13.55,-7.45,314.13,18,75,5.03,ML,1716997148
485,zhangye,38.9342,100.4517,291.41,18,84,3.09,CN,1716997148
486,kill devil hills,36.0307,-75.676,300.15,75,100,4.12,US,1716997149
487,tazacorte,28.629,-17.9293,296.01,66,75,4.12,ES,1716997149
488,cam ranh,11.9214,109.1591,302.13,79,40,1.54,VN,1716997149
489,alta,69.9689,23.2717,289.74,63,0,5.66,NO,1716997149
490,teknaf,20.8624,92.3058,302.09,87,99,4.43,BD,1716997149
491,aktau,43.65,51.2,297.47,55,5,2.65,KZ,1716997150
492,fort bragg,35.139,-79.006,301.43,50,0,3.09,US,1716996904
493,as sulayyil,20.4607,45.5779,315.29,9,40,3.48,SA,1716997150
494,nefta,33.8731,7.8777,309.29,19,3,6.42,TN,1716997150
495,gizo,-8.103,156.8419,299.61,86,100,2.37,SB,1716997150
496,fort st. john,56.2499,-120.8529,281.09,76,100,5.66,CA,1716997025
497,velyka oleksandrivka,47.3197,33.3037,290.4,75,100,3.35,UA,1716997151
498,dalandzadgad,43.5708,104.425,290.55,20,10,3.37,MN,1716997151
499,guane,22.2025,-84.0875,308.72,39,0,3.49,CU,1716997151
500,mendefera,14.8872,38.8153,299.37,16,80,7.48,ER,1716997151
501,mandan,46.8267,-100.8896,291.38,65,0,10.8,US,1716997151
502,coxen hole,16.3244,-86.5366,303.75,66,0,10.29,HN,1716997151
503,dingli,35.8614,14.3822,298.24,57,20,2.57,MT,1716997152
504,cafayate,-26.073,-65.9761,293.07,18,92,1.66,AR,1716997152
505,colonia,50.9333,6.95,292.01,77,78,2.24,DE,1716997083
506,nahiyat ash shinafiyah,31.5874,44.6602,313.53,9,0,2.02,IQ,1716997152
507,jiwani,25.05,61.7417,304.43,75,10,5.77,PK,1716997152
508,katsuura,35.1333,140.3,291.95,88,71,2.8,JP,1716997153
509,campbell river,50.0163,-125.2446,282.37,100,75,2.57,CA,1716997153
510,pestravka,52.405,49.9583,293.45,54,0,3.13,RU,1716997153
511,antrim,54.6667,-6.25,289.9,72,20,6.69,GB,1716997153
512,bonthe,7.5264,-12.505,303.08,69,83,4.57,SL,1716997153
513,hashtpar,37.8008,48.9037,294.14,85,2,0.7,IR,1716997153
514,luba,3.4568,8.5547,303.09,86,80,4.98,GQ,1716997154
515,kargasok,59.0556,80.8572,274.8,97,96,7.15,RU,1716997154
516,bel ombre,-4.6167,55.4167,301.06,74,20,2.06,SC,1716997154
517,leninskoye,41.7589,69.3864,289.85,55,0,3.06,KZ,1716997154
518,magog,45.2668,-72.1491,288.04,62,100,4.63,CA,1716997154
519,cartagena,10.3997,-75.5144,303.94,79,40,2.06,CO,1716996964
520,baardheere,2.3446,42.2764,301.67,52,100,3.46,SO,1716997155
521,boguchany,58.3814,97.4531,284.74,55,34,4.02,RU,1716997155
522,kidal,18.4411,1.4078,317.14,5,13,3.01,ML,1716997155
523,coahuayana de hidalgo,18.7,-103.6583,305.42,43,3,2.26,MX,1716997155
524,imbituba,-28.24,-48.6703,292.51,63,0,7.61,BR,1716997155
525,ouadda,8.0777,22.4007,306.15,33,78,0.66,CF,1716997156
526,mkushi,-13.6202,29.3939,291.15,43,4,3.86,ZM,1716997156
527,mersa matruh,31.3525,27.2453,295.55,52,0,4.9,EG,1716997156
528,sur,22.5667,59.5289,309.4,38,0,2.23,OM,1716997156
529,merizo village,13.2658,144.6691,301.0,87,100,4.24,GU,1716997156
530,puerto santa,-8.9906,-78.6456,292.61,79,78,4.01,PE,1716997157
531,siping,43.1633,124.3686,287.36,86,100,4.4,CN,1716997157
532,pangkalanbuun,-2.6833,111.6167,297.76,99,100,0.83,ID,1716997157
533,gobernador galvez,-33.0302,-60.6405,288.25,54,40,5.14,AR,1716997157
534,floro,61.5996,5.0328,290.19,58,20,4.12,NO,1716997157
535,bubaque,11.2833,-15.8333,301.16,69,88,2.8,GW,1716997158
536,huarmey,-10.0681,-78.1522,293.94,71,50,3.11,PE,1716997158
537,toledo,39.8333,-4.0,307.77,18,10,3.32,ES,1716997139
538,saveni,47.95,26.8667,292.49,86,100,4.29,RO,1716997158
539,haapajarvi,63.75,25.3333,296.18,25,10,2.01,FI,1716997158
540,naryshkino,52.9678,35.7268,296.03,71,37,2.69,RU,1716997158
541,aktobe,50.2797,57.2072,296.2,27,0,5.0,KZ,1716997159
542,santo antonio do ica,-3.1022,-67.9397,301.36,59,66,2.35,BR,1716997159
543,madhoganj,27.1167,80.15,314.24,9,5,1.41,IN,1716997159
544,sao paulo de olivenca,-3.3783,-68.8725,301.7,56,55,2.27,BR,1716997159
545,qui nhon,13.7667,109.2333,301.31,76,100,2.59,VN,1716997159
546,robore,-18.3333,-59.75,294.2,46,12,0.0,BO,1716997160
547,nabire,-3.3667,135.4833,298.05,93,63,1.16,ID,1716997160
548,laguna,38.421,-121.4238,296.09,55,0,2.57,US,1716997160
549,salinopolis,-0.6136,-47.3561,303.34,67,7,4.96,BR,1716997160
550,kitimat,54.0524,-128.6534,282.97,79,100,4.02,CA,1716997160
551,kirkuk,35.4681,44.3922,307.4,18,16,4.14,IQ,1716997160
552,umba,66.6871,34.3429,278.74,72,90,2.59,RU,1716997161
553,kone,-21.0595,164.8658,290.42,78,83,1.93,NC,1716997161
554,muli,2.9167,73.5667,301.64,82,100,9.1,MV,1716997161
555,mahdia,35.5047,11.0622,299.12,57,78,6.7,TN,1716997161
556,lae,-6.7221,146.9847,296.02,91,69,2.14,PG,1716997161
557,sheregesh,52.9209,87.9869,282.01,97,100,3.17,RU,1716997120
558,luganville,-15.5333,167.1667,296.96,75,87,4.83,VU,1716997162
559,geraldton,-28.7667,114.6,286.38,94,100,5.14,AU,1716997162
560,charters towers,-20.1,146.2667,289.19,92,56,4.0,AU,1716997162
561,chadan,51.2833,91.5833,284.27,33,6,2.85,RU,1716997162
562,decin,50.7822,14.2148,296.52,68,89,1.95,CZ,1716997163
563,north bend,43.4065,-124.2243,288.14,87,75,3.09,US,1716997001
564,guerrero negro,27.9769,-114.0611,290.66,70,95,7.32,MX,1716997130
565,neiafu,-18.65,-173.9833,298.53,94,75,3.6,TO,1716997163
566,nagqu,31.5,92.0,281.22,74,100,3.79,CN,1716997163
567,ciudad lazaro cardenas,17.9583,-102.2,304.87,48,4,1.48,MX,1716997049
568,plastun,44.7561,136.2939,278.39,95,54,2.32,RU,1716997164
569,san marcos,33.1434,-117.1661,291.37,85,100,0.89,US,1716997062
570,tsiombe,-25.3,45.4833,294.37,79,13,5.92,MG,1716997164
571,labytnangi,66.6572,66.4183,271.69,70,100,4.78,RU,1716997164
572,allariz,42.1904,-7.8018,301.39,53,44,3.38,ES,1716997165
573,bunia,1.5667,30.25,297.11,52,99,1.18,CD,1716997165
574,kolonia town,6.964,158.206,301.15,83,100,2.06,FM,1716997165
575,cheremushki,52.8356,91.3944,283.17,87,97,0.88,RU,1716997165
576,gao,16.6362,1.637,317.89,6,3,3.86,ML,1716997165
577,bolondron,22.7633,-81.4469,306.26,32,0,2.75,CU,1716997165
578,frontera,26.9333,-101.45,302.53,51,0,9.26,MX,1716997166
